frame,id,x,y,w,h,conf,class
79,1114,465.0,546.0,41.69999999999999,107.60000000000002,0.999,0.0
79,1115,333.0,548.0,54.69999999999999,135.20000000000005,0.999,0.0
79,1116,1276.0,504.0,21.5,54.89999999999998,0.998,0.0
79,1117,1209.0,496.0,15.5,38.10000000000002,0.998,0.0
79,1118,1778.0,557.0,43.799999999999955,105.29999999999995,0.997,0.0
79,1119,1353.0,505.0,27.0,57.200000000000045,0.993,0.0
79,1120,728.0,508.0,18.399999999999977,41.299999999999955,0.958,0.0
79,1121,1000.0,489.0,15.5,35.299999999999955,0.94,0.0
79,1122,706.0,501.0,22.0,58.0,0.937,0.0
79,1123,782.0,512.0,19.899999999999977,52.5,0.761,0.0
79,1124,1213.0,490.0,19.700000000000045,49.39999999999998,0.712,0.0
80,1118,1776.0,548.0,46.799999999999955,108.89999999999998,0.999,0.0
80,1119,1354.0,505.0,24.5,51.60000000000002,0.997,0.0
80,1097,1716.0,538.0,35.5,90.70000000000005,1.0,0.0
80,1123,781.0,514.0,20.299999999999955,52.799999999999955,0.596,0.0
80,1125,488.0,548.0,41.799999999999955,105.79999999999995,1.0,0.0
80,1126,458.0,555.0,40.30000000000001,103.10000000000002,1.0,0.0
80,1127,1660.0,580.0,70.20000000000005,177.10000000000002,1.0,0.0
80,1128,537.0,546.0,35.0,102.29999999999995,0.999,0.0
80,1129,274.0,546.0,54.5,143.39999999999998,0.999,0.0
80,1130,556.0,534.0,40.299999999999955,97.39999999999998,0.999,0.0
80,1131,327.0,565.0,47.10000000000002,119.0,0.999,0.0
80,1132,1211.0,493.0,17.59999999999991,41.0,0.998,0.0
80,1133,747.0,503.0,22.799999999999955,61.200000000000045,0.998,0.0
80,1134,1272.0,504.0,19.90000000000009,52.60000000000002,0.997,0.0
80,1135,1250.0,503.0,23.700000000000045,53.89999999999998,0.992,0.0
80,1136,995.0,487.0,15.799999999999955,40.0,0.967,0.0
80,1137,1545.0,519.0,23.5,52.5,0.966,0.0
80,1138,1407.0,511.0,21.200000000000045,50.60000000000002,0.955,0.0
80,1139,702.0,504.0,22.899999999999977,59.60000000000002,0.942,0.0
80,1140,1573.0,525.0,19.09999999999991,46.700000000000045,0.919,0.0
80,1141,729.0,504.0,16.799999999999955,42.0,0.853,0.0
80,1142,1419.0,515.0,20.200000000000045,48.89999999999998,0.724,0.0
80,1143,1396.0,516.0,20.5,49.799999999999955,0.52,0.0
80,1144,1382.0,515.0,21.700000000000045,49.0,0.449,0.0
81,1118,1775.0,551.0,47.90000000000009,108.5,0.997,0.0
81,1127,1658.0,576.0,65.20000000000005,184.70000000000005,1.0,0.0
81,1133,748.0,505.0,20.899999999999977,56.700000000000045,0.987,0.0
81,1134,1271.0,507.0,21.59999999999991,50.799999999999955,0.954,0.0
81,1138,1407.0,513.0,20.59999999999991,51.60000000000002,0.912,0.0
81,1139,702.0,502.0,21.899999999999977,56.10000000000002,0.919,0.0
81,1140,1573.0,525.0,18.09999999999991,45.299999999999955,0.774,0.0
81,1145,1712.0,537.0,35.299999999999955,95.0,1.0,0.0
81,1146,484.0,551.0,39.89999999999998,101.20000000000005,1.0,0.0
81,1147,323.0,555.0,50.39999999999998,136.0,1.0,0.0
81,1148,270.0,559.0,45.39999999999998,122.5,1.0,0.0
81,1149,548.0,531.0,39.5,98.60000000000002,0.999,0.0
81,1150,529.0,540.0,35.60000000000002,108.79999999999995,0.998,0.0
81,1151,1353.0,507.0,21.799999999999955,50.5,0.995,0.0
81,1152,1206.0,494.0,16.09999999999991,40.39999999999998,0.993,0.0
81,1153,453.0,545.0,35.69999999999999,104.0,0.988,0.0
81,1154,1246.0,500.0,24.40000000000009,49.5,0.983,0.0
81,1155,1549.0,520.0,19.0,49.5,0.972,0.0
81,1156,720.0,508.0,19.200000000000045,43.0,0.948,0.0
81,1157,990.0,489.0,15.600000000000023,32.10000000000002,0.906,0.0
81,1158,775.0,510.0,20.399999999999977,55.200000000000045,0.819,0.0
81,1159,1424.0,512.0,20.700000000000045,49.700000000000045,0.762,0.0
81,1160,1259.0,500.0,23.0,56.10000000000002,0.637,0.0
81,1161,380.0,468.0,20.0,54.0,0.597,0.0
81,1162,996.0,490.0,16.700000000000045,39.0,0.556,0.0
81,1163,1396.0,510.0,21.0,47.200000000000045,0.415,0.0
82,1118,1777.0,551.0,42.200000000000045,103.20000000000005,0.999,0.0
82,1127,1657.0,583.0,64.59999999999991,168.5,1.0,0.0
82,1145,1713.0,530.0,36.200000000000045,104.89999999999998,1.0,0.0
82,1149,549.0,530.0,36.700000000000045,104.89999999999998,1.0,0.0
82,1151,1351.0,507.0,24.299999999999955,55.60000000000002,0.999,0.0
82,1164,474.0,539.0,41.200000000000045,115.39999999999998,1.0,0.0
82,1165,314.0,561.0,44.39999999999998,124.0,0.999,0.0
82,1166,745.0,506.0,20.0,54.0,0.999,0.0
82,1167,446.0,552.0,35.39999999999998,104.10000000000002,0.999,0.0
82,1168,1202.0,494.0,17.200000000000045,42.0,0.998,0.0
82,1169,268.0,556.0,41.30000000000001,118.89999999999998,0.998,0.0
82,1170,525.0,542.0,34.299999999999955,110.89999999999998,0.998,0.0
82,1171,1265.0,508.0,19.40000000000009,45.200000000000045,0.993,0.0
82,1172,1242.0,501.0,26.40000000000009,51.299999999999955,0.989,0.0
82,1173,695.0,503.0,23.0,60.0,0.959,0.0
82,1174,989.0,492.0,15.700000000000045,33.0,0.956,0.0
82,1175,1546.0,517.0,22.799999999999955,54.799999999999955,0.952,0.0
82,1176,1401.0,511.0,26.0,56.0,0.949,0.0
82,1177,721.0,511.0,16.600000000000023,38.10000000000002,0.913,0.0
82,1178,1418.0,511.0,22.0,50.700000000000045,0.773,0.0
82,1179,773.0,513.0,17.899999999999977,49.200000000000045,0.592,0.0
82,1180,1390.0,517.0,21.700000000000045,48.299999999999955,0.502,0.0
82,1181,711.0,511.0,16.799999999999955,41.60000000000002,0.463,0.0
83,1168,1202.0,492.0,18.0,45.39999999999998,0.996,0.0
83,1145,1712.0,531.0,36.40000000000009,106.60000000000002,0.999,0.0
83,1171,1264.0,508.0,20.200000000000045,44.60000000000002,0.99,0.0
83,1165,309.0,566.0,49.10000000000002,125.5,0.999,0.0
83,1182,520.0,544.0,36.89999999999998,108.39999999999998,1.0,0.0
83,1183,1345.0,508.0,23.5,49.89999999999998,1.0,0.0
83,1184,255.0,558.0,49.5,129.10000000000002,1.0,0.0
83,1185,468.0,549.0,40.89999999999998,111.10000000000002,1.0,0.0
83,1186,1662.0,586.0,72.29999999999995,163.10000000000002,1.0,0.0
83,1187,440.0,550.0,38.60000000000002,102.79999999999995,0.999,0.0
83,1188,1776.0,551.0,49.799999999999955,112.20000000000005,0.998,0.0
83,1189,542.0,535.0,37.0,93.20000000000005,0.998,0.0
83,1190,738.0,507.0,21.5,55.200000000000045,0.994,0.0
83,1191,1244.0,503.0,21.200000000000045,47.799999999999955,0.993,0.0
83,1192,1543.0,519.0,19.90000000000009,51.0,0.988,0.0
83,1193,988.0,491.0,13.899999999999977,30.399999999999977,0.97,0.0
83,1194,712.0,507.0,18.399999999999977,46.89999999999998,0.959,0.0
83,1195,1401.0,511.0,21.200000000000045,50.5,0.937,0.0
83,1196,691.0,503.0,21.899999999999977,63.200000000000045,0.927,0.0
83,1197,1571.0,522.0,20.299999999999955,48.799999999999955,0.847,0.0
83,1198,1414.0,516.0,20.799999999999955,48.89999999999998,0.844,0.0
83,1199,979.0,486.0,18.5,43.5,0.797,0.0
83,1200,769.0,515.0,20.600000000000023,49.700000000000045,0.701,0.0
83,1201,1253.0,505.0,22.700000000000045,51.5,0.61,0.0
83,1202,1421.0,512.0,25.90000000000009,66.0,0.414,0.0
84,1165,302.0,566.0,52.89999999999998,128.39999999999998,1.0,0.0
84,1183,1346.0,507.0,22.59999999999991,51.10000000000002,0.999,0.0
84,1186,1663.0,587.0,68.59999999999991,170.0,1.0,0.0
84,1190,737.0,505.0,21.200000000000045,55.299999999999955,0.997,0.0
84,1191,1246.0,503.0,21.0,49.700000000000045,0.989,0.0
84,1195,1402.0,514.0,20.59999999999991,49.799999999999955,0.948,0.0
84,1200,768.0,513.0,20.0,51.200000000000045,0.646,0.0
84,1203,250.0,556.0,48.89999999999998,134.10000000000002,1.0,0.0
84,1204,433.0,561.0,34.0,90.89999999999998,1.0,0.0
84,1205,464.0,544.0,41.19999999999999,113.0,1.0,0.0
84,1206,515.0,542.0,37.89999999999998,110.20000000000005,1.0,0.0
84,1207,1706.0,534.0,42.40000000000009,91.79999999999995,0.999,0.0
84,1208,535.0,531.0,39.200000000000045,100.79999999999995,0.998,0.0
84,1209,1776.0,553.0,44.90000000000009,98.60000000000002,0.998,0.0
84,1210,1199.0,491.0,16.299999999999955,42.0,0.987,0.0
84,1211,1540.0,516.0,23.40000000000009,56.60000000000002,0.986,0.0
84,1212,1265.0,503.0,20.40000000000009,53.799999999999955,0.983,0.0
84,1213,981.0,491.0,14.5,31.100000000000023,0.982,0.0
84,1214,1413.0,508.0,21.200000000000045,56.799999999999955,0.977,0.0
84,1215,1562.0,523.0,21.700000000000045,46.700000000000045,0.926,0.0
84,1216,708.0,508.0,18.700000000000045,46.0,0.747,0.0
84,1217,688.0,503.0,22.399999999999977,53.60000000000002,0.744,0.0
84,1218,1235.0,501.0,21.59999999999991,50.39999999999998,0.619,0.0
84,1219,1385.0,519.0,21.59999999999991,47.60000000000002,0.518,0.0
85,1208,536.0,539.0,37.0,100.79999999999995,0.999,0.0
85,1209,1778.0,552.0,45.59999999999991,103.70000000000005,0.999,0.0
85,1211,1541.0,516.0,24.59999999999991,59.0,0.826,0.0
85,1213,982.0,492.0,14.299999999999955,32.299999999999955,0.952,0.0
85,1215,1563.0,524.0,20.0,45.200000000000045,0.678,0.0
85,1216,708.0,509.0,18.100000000000023,44.39999999999998,0.895,0.0
85,1219,1385.0,519.0,22.200000000000045,50.299999999999955,0.875,0.0
85,1220,1673.0,574.0,64.0,186.0,1.0,0.0
85,1221,1706.0,528.0,40.40000000000009,119.10000000000002,1.0,0.0
85,1222,510.0,547.0,38.799999999999955,110.29999999999995,1.0,0.0
85,1223,242.0,563.0,44.89999999999998,129.70000000000005,1.0,0.0
85,1224,455.0,548.0,45.30000000000001,113.5,1.0,0.0
85,1225,1195.0,494.0,16.700000000000045,41.700000000000045,0.999,0.0
85,1226,1340.0,509.0,24.59999999999991,55.39999999999998,0.999,0.0
85,1227,424.0,558.0,37.30000000000001,97.29999999999995,0.999,0.0
85,1228,297.0,564.0,52.10000000000002,135.10000000000002,0.999,0.0
85,1229,1536.0,524.0,19.200000000000045,46.700000000000045,0.99,0.0
85,1230,1258.0,504.0,20.90000000000009,50.5,0.99,0.0
85,1231,730.0,508.0,20.700000000000045,58.700000000000045,0.979,0.0
85,1232,1236.0,502.0,23.0,53.299999999999955,0.973,0.0
85,1233,688.0,508.0,21.0,53.5,0.946,0.0
85,1234,1410.0,513.0,22.59999999999991,56.39999999999998,0.937,0.0
85,1235,1398.0,515.0,23.299999999999955,53.89999999999998,0.903,0.0
85,1236,761.0,514.0,21.399999999999977,54.39999999999998,0.692,0.0
85,1237,975.0,491.0,16.5,39.200000000000045,0.656,0.0
86,1209,1776.0,550.0,50.59999999999991,110.70000000000005,0.998,0.0
86,1221,1705.0,532.0,37.799999999999955,108.29999999999995,0.999,0.0
86,1224,452.0,551.0,44.39999999999998,109.29999999999995,1.0,0.0
86,1225,1193.0,493.0,17.90000000000009,44.10000000000002,0.994,0.0
86,1230,1258.0,501.0,22.0,49.5,0.979,0.0
86,1238,525.0,539.0,39.200000000000045,101.20000000000005,1.0,0.0
86,1239,292.0,574.0,50.39999999999998,124.10000000000002,1.0,0.0
86,1240,421.0,562.0,33.10000000000002,93.20000000000005,1.0,0.0
86,1241,1675.0,589.0,71.90000000000009,177.5,1.0,0.0
86,1242,506.0,539.0,38.10000000000002,118.70000000000005,0.999,0.0
86,1243,726.0,505.0,21.5,58.10000000000002,0.999,0.0
86,1244,235.0,564.0,46.39999999999998,128.0,0.998,0.0
86,1245,1340.0,510.0,20.90000000000009,47.89999999999998,0.994,0.0
86,1246,1536.0,520.0,22.90000000000009,55.5,0.983,0.0
86,1247,972.0,493.0,15.100000000000023,33.799999999999955,0.983,0.0
86,1248,1239.0,501.0,22.40000000000009,53.299999999999955,0.979,0.0
86,1249,1406.0,511.0,21.299999999999955,52.39999999999998,0.957,0.0
86,1250,684.0,509.0,20.799999999999955,58.10000000000002,0.954,0.0
86,1251,1559.0,525.0,20.0,45.200000000000045,0.925,0.0
86,1252,704.0,508.0,16.899999999999977,42.10000000000002,0.85,0.0
86,1253,1393.0,512.0,22.200000000000045,51.700000000000045,0.697,0.0
86,1254,1381.0,517.0,20.799999999999955,51.5,0.626,0.0
86,1255,1327.0,509.0,22.09999999999991,54.60000000000002,0.589,0.0
86,1256,108.0,567.0,54.599999999999994,126.20000000000005,0.573,0.0
86,1257,980.0,487.0,15.5,38.700000000000045,0.47,0.0
86,1258,1456.0,506.0,22.59999999999991,52.60000000000002,0.454,0.0
87,1209,1780.0,556.0,45.5,101.10000000000002,0.997,0.0
87,1221,1705.0,534.0,37.299999999999955,100.5,0.996,0.0
87,1241,1680.0,586.0,66.5,187.20000000000005,1.0,0.0
87,1247,972.0,493.0,14.0,31.5,0.931,0.0
87,1249,1404.0,511.0,23.59999999999991,56.700000000000045,0.967,0.0
87,1259,414.0,558.0,38.19999999999999,103.60000000000002,1.0,0.0
87,1260,443.0,557.0,41.69999999999999,107.70000000000005,1.0,0.0
87,1261,227.0,560.0,52.30000000000001,136.79999999999995,0.999,0.0
87,1262,723.0,509.0,21.899999999999977,55.299999999999955,0.999,0.0
87,1263,518.0,535.0,40.200000000000045,107.5,0.999,0.0
87,1264,498.0,547.0,40.299999999999955,113.5,0.999,0.0
87,1265,278.0,568.0,50.39999999999998,123.39999999999998,0.998,0.0
87,1266,1191.0,496.0,15.299999999999955,39.60000000000002,0.998,0.0
87,1267,1335.0,513.0,24.200000000000045,47.89999999999998,0.997,0.0
87,1268,1237.0,506.0,21.799999999999955,50.700000000000045,0.988,0.0
87,1269,1252.0,507.0,21.09999999999991,46.39999999999998,0.986,0.0
87,1270,1533.0,521.0,19.700000000000045,49.0,0.976,0.0
87,1271,680.0,506.0,22.600000000000023,56.299999999999955,0.969,0.0
87,1272,700.0,508.0,19.100000000000023,45.799999999999955,0.958,0.0
87,1273,963.0,496.0,14.399999999999977,31.5,0.931,0.0
87,1274,1384.0,515.0,22.90000000000009,48.799999999999955,0.914,0.0
87,1275,1539.0,515.0,26.59999999999991,60.700000000000045,0.904,0.0
87,1276,1559.0,517.0,20.0,57.299999999999955,0.695,0.0
87,1277,753.0,517.0,20.700000000000045,54.60000000000002,0.674,0.0
87,1278,1325.0,503.0,22.700000000000045,58.89999999999998,0.527,0.0
87,1279,1393.0,531.0,21.0,45.0,0.442,0.0
87,1280,1451.0,505.0,21.700000000000045,55.0,0.414,0.0
88,1209,1775.0,556.0,49.5,108.10000000000002,1.0,0.0
88,1221,1702.0,533.0,40.5,90.79999999999995,0.933,0.0
88,1241,1680.0,580.0,72.90000000000009,187.89999999999998,1.0,0.0
88,1249,1403.0,509.0,25.40000000000009,59.60000000000002,0.929,0.0
88,1273,962.0,494.0,14.899999999999977,32.39999999999998,0.947,0.0
88,1280,1451.0,504.0,21.59999999999991,57.10000000000002,0.507,0.0
88,1281,440.0,559.0,39.80000000000001,107.70000000000005,1.0,0.0
88,1282,404.0,564.0,36.80000000000001,103.79999999999995,0.999,0.0
88,1283,720.0,508.0,20.700000000000045,58.10000000000002,0.999,0.0
88,1284,493.0,552.0,37.799999999999955,112.39999999999998,0.998,0.0
88,1285,223.0,564.0,47.80000000000001,126.39999999999998,0.998,0.0
88,1286,278.0,578.0,47.10000000000002,123.60000000000002,0.998,0.0
88,1287,512.0,543.0,40.799999999999955,99.0,0.998,0.0
88,1288,1528.0,518.0,22.700000000000045,54.700000000000045,0.997,0.0
88,1289,1189.0,494.0,18.200000000000045,40.700000000000045,0.997,0.0
88,1290,1329.0,507.0,24.90000000000009,55.299999999999955,0.997,0.0
88,1291,1236.0,508.0,19.40000000000009,47.299999999999955,0.99,0.0
88,1292,1255.0,507.0,19.5,47.700000000000045,0.978,0.0
88,1293,1386.0,521.0,20.09999999999991,49.0,0.955,0.0
88,1294,699.0,514.0,15.299999999999955,39.700000000000045,0.916,0.0
88,1295,676.0,510.0,22.700000000000045,56.200000000000045,0.914,0.0
88,1296,100.0,569.0,45.19999999999999,125.5,0.823,0.0
88,1297,1557.0,525.0,19.200000000000045,47.89999999999998,0.778,0.0
88,1298,1605.0,508.0,28.40000000000009,64.29999999999995,0.551,0.0
88,1299,1376.0,520.0,21.40000000000009,51.700000000000045,0.519,0.0
88,1300,751.0,520.0,20.600000000000023,52.700000000000045,0.497,0.0
88,1301,1314.0,501.0,23.59999999999991,62.5,0.421,0.0
89,1209,1779.0,554.0,45.299999999999955,112.29999999999995,0.995,0.0
89,1241,1682.0,574.0,63.40000000000009,199.20000000000005,1.0,0.0
89,1287,511.0,543.0,36.89999999999998,99.5,0.993,0.0
89,1297,1557.0,526.0,20.200000000000045,48.39999999999998,0.873,0.0
89,1302,429.0,562.0,43.89999999999998,108.70000000000005,1.0,0.0
89,1303,270.0,566.0,52.0,129.29999999999995,1.0,0.0
89,1304,397.0,562.0,38.0,104.70000000000005,0.999,0.0
89,1305,212.0,574.0,46.0,120.70000000000005,0.998,0.0
89,1306,715.0,513.0,21.899999999999977,58.299999999999955,0.997,0.0
89,1307,1185.0,495.0,17.200000000000045,46.200000000000045,0.997,0.0
89,1308,486.0,556.0,41.0,112.0,0.995,0.0
89,1309,1325.0,509.0,21.799999999999955,54.89999999999998,0.995,0.0
89,1310,1230.0,508.0,21.59999999999991,46.299999999999955,0.994,0.0
89,1311,1531.0,517.0,26.299999999999955,53.89999999999998,0.989,0.0
89,1312,1400.0,515.0,23.5,54.39999999999998,0.976,0.0
89,1313,1249.0,508.0,19.5,48.5,0.974,0.0
89,1314,956.0,497.0,16.100000000000023,33.0,0.955,0.0
89,1315,672.0,507.0,23.700000000000045,63.39999999999998,0.939,0.0
89,1316,1374.0,519.0,21.5,48.39999999999998,0.937,0.0
89,1317,691.0,507.0,18.5,51.299999999999955,0.93,0.0
89,1318,1387.0,516.0,21.59999999999991,54.700000000000045,0.928,0.0
89,1319,960.0,490.0,18.899999999999977,45.89999999999998,0.926,0.0
90,1209,1776.0,554.0,51.200000000000045,112.60000000000002,0.997,0.0
90,1306,714.0,513.0,22.100000000000023,58.89999999999998,0.996,0.0
90,1309,1324.0,512.0,23.5,53.39999999999998,0.992,0.0
90,1311,1533.0,521.0,24.90000000000009,50.799999999999955,0.873,0.0
90,1312,1401.0,515.0,22.700000000000045,55.299999999999955,0.972,0.0
90,1313,1247.0,510.0,21.0,48.799999999999955,0.981,0.0
90,1320,1678.0,588.0,74.59999999999991,203.5,1.0,0.0
90,1321,394.0,576.0,35.19999999999999,96.29999999999995,1.0,0.0
90,1322,422.0,567.0,42.0,107.20000000000005,1.0,0.0
90,1323,263.0,581.0,49.80000000000001,123.39999999999998,1.0,0.0
90,1324,1182.0,495.0,17.59999999999991,47.10000000000002,0.999,0.0
90,1325,208.0,571.0,51.89999999999998,136.29999999999995,0.999,0.0
90,1326,1706.0,540.0,38.90000000000009,94.89999999999998,0.999,0.0
90,1327,1228.0,504.0,22.200000000000045,52.799999999999955,0.997,0.0
90,1328,500.0,543.0,41.799999999999955,104.5,0.997,0.0
90,1329,478.0,557.0,45.10000000000002,119.10000000000002,0.996,0.0
90,1330,1523.0,524.0,20.5,53.89999999999998,0.994,0.0
90,1331,688.0,515.0,18.600000000000023,45.60000000000002,0.966,0.0
90,1332,956.0,500.0,14.899999999999977,32.5,0.962,0.0
90,1333,1373.0,521.0,24.59999999999991,55.10000000000002,0.954,0.0
90,1334,1551.0,529.0,20.09999999999991,46.89999999999998,0.921,0.0
90,1335,666.0,511.0,24.700000000000045,63.10000000000002,0.907,0.0
90,1336,1389.0,520.0,21.799999999999955,51.799999999999955,0.877,0.0
90,1337,743.0,518.0,20.399999999999977,59.799999999999955,0.572,0.0
91,1209,1777.0,554.0,52.0,111.10000000000002,0.997,0.0
91,1333,1372.0,520.0,24.59999999999991,55.89999999999998,0.971,0.0
91,1320,1682.0,597.0,74.40000000000009,195.79999999999995,1.0,0.0
91,1338,253.0,581.0,48.0,128.10000000000002,1.0,0.0
91,1339,468.0,557.0,41.80000000000001,116.89999999999998,1.0,0.0
91,1340,411.0,565.0,43.60000000000002,110.10000000000002,1.0,0.0
91,1341,383.0,571.0,37.89999999999998,102.79999999999995,1.0,0.0
91,1342,205.0,573.0,48.0,127.79999999999995,0.999,0.0
91,1343,1701.0,539.0,36.5,94.39999999999998,0.999,0.0
91,1344,495.0,545.0,36.799999999999955,104.0,0.999,0.0
91,1345,708.0,518.0,19.799999999999955,50.299999999999955,0.997,0.0
91,1346,1225.0,509.0,21.200000000000045,47.39999999999998,0.996,0.0
91,1347,1513.0,523.0,22.90000000000009,60.700000000000045,0.994,0.0
91,1348,1180.0,500.0,17.5,44.10000000000002,0.99,0.0
91,1349,1317.0,511.0,23.700000000000045,59.200000000000045,0.987,0.0
91,1350,1241.0,508.0,19.700000000000045,48.0,0.966,0.0
91,1351,951.0,500.0,14.5,30.700000000000045,0.963,0.0
91,1352,1393.0,519.0,21.0,48.60000000000002,0.956,0.0
91,1353,684.0,514.0,19.100000000000023,48.39999999999998,0.954,0.0
91,1354,1526.0,524.0,24.0,49.89999999999998,0.949,0.0
91,1355,1549.0,523.0,22.90000000000009,56.799999999999955,0.833,0.0
91,1356,664.0,517.0,21.600000000000023,53.299999999999955,0.721,0.0
91,1357,101.0,500.0,19.400000000000006,49.0,0.707,0.0
91,1358,740.0,520.0,19.399999999999977,52.39999999999998,0.662,0.0
91,1359,958.0,496.0,14.899999999999977,34.10000000000002,0.618,0.0
91,1360,942.0,497.0,15.899999999999977,34.299999999999955,0.599,0.0
91,1361,1404.0,521.0,23.299999999999955,58.60000000000002,0.477,0.0
92,1209,1776.0,560.0,48.40000000000009,107.20000000000005,1.0,0.0
92,1333,1371.0,523.0,24.0,55.0,0.99,0.0
92,1320,1680.0,591.0,82.20000000000005,200.10000000000002,1.0,0.0
92,1340,409.0,569.0,42.5,108.0,1.0,0.0
92,1345,708.0,519.0,20.5,55.299999999999955,0.984,0.0
92,1347,1512.0,525.0,22.90000000000009,55.89999999999998,0.999,0.0
92,1349,1318.0,514.0,23.59999999999991,55.0,0.993,0.0
92,1351,952.0,501.0,13.899999999999977,32.60000000000002,0.918,0.0
92,1352,1393.0,520.0,20.90000000000009,51.10000000000002,0.936,0.0
92,1362,465.0,565.0,37.10000000000002,113.10000000000002,1.0,0.0
92,1363,254.0,570.0,54.0,139.79999999999995,0.999,0.0
92,1364,489.0,551.0,38.60000000000002,100.5,0.999,0.0
92,1365,374.0,573.0,41.60000000000002,113.5,0.999,0.0
92,1366,1692.0,543.0,51.299999999999955,94.20000000000005,0.998,0.0
92,1367,1226.0,511.0,22.299999999999955,52.89999999999998,0.995,0.0
92,1368,191.0,577.0,54.5,132.29999999999995,0.994,0.0
92,1369,1178.0,504.0,16.700000000000045,44.5,0.994,0.0
92,1370,1526.0,524.0,27.59999999999991,54.299999999999955,0.983,0.0
92,1371,681.0,519.0,18.0,44.200000000000045,0.98,0.0
92,1372,943.0,500.0,14.100000000000023,30.899999999999977,0.963,0.0
92,1373,1239.0,509.0,21.799999999999955,52.799999999999955,0.955,0.0
92,1374,658.0,514.0,23.700000000000045,60.700000000000045,0.916,0.0
92,1375,1545.0,525.0,22.59999999999991,51.5,0.837,0.0
92,1376,94.0,501.0,18.400000000000006,48.39999999999998,0.817,0.0
92,1377,1588.0,516.0,26.5,68.10000000000002,0.634,0.0
92,1378,735.0,526.0,19.0,48.200000000000045,0.586,0.0
92,1379,1301.0,515.0,19.40000000000009,52.0,0.5,0.0
93,1209,1780.0,559.0,40.90000000000009,112.79999999999995,0.978,0.0
93,1320,1681.0,592.0,80.70000000000005,201.0,1.0,0.0
93,1347,1511.0,522.0,23.09999999999991,55.60000000000002,0.998,0.0
93,1375,1545.0,529.0,22.59999999999991,52.0,0.818,0.0
93,1377,1584.0,515.0,30.200000000000045,71.60000000000002,0.499,0.0
93,1380,245.0,582.0,53.89999999999998,128.10000000000002,1.0,0.0
93,1381,402.0,570.0,41.80000000000001,118.39999999999998,1.0,0.0
93,1382,369.0,574.0,38.19999999999999,107.0,1.0,0.0
93,1383,1220.0,515.0,23.700000000000045,47.299999999999955,0.999,0.0
93,1384,458.0,563.0,41.0,118.29999999999995,0.999,0.0
93,1385,182.0,569.0,59.099999999999994,148.29999999999995,0.998,0.0
93,1386,1696.0,539.0,42.59999999999991,99.29999999999995,0.997,0.0
93,1387,486.0,552.0,37.299999999999955,105.10000000000002,0.997,0.0
93,1388,1172.0,500.0,17.40000000000009,43.700000000000045,0.993,0.0
93,1389,703.0,519.0,20.799999999999955,57.89999999999998,0.984,0.0
93,1390,1370.0,525.0,22.200000000000045,51.299999999999955,0.982,0.0
93,1391,1239.0,516.0,19.0,47.799999999999955,0.975,0.0
93,1392,677.0,521.0,17.200000000000045,45.10000000000002,0.972,0.0
93,1393,1316.0,515.0,23.200000000000045,52.60000000000002,0.966,0.0
93,1394,1380.0,520.0,24.09999999999991,54.700000000000045,0.963,0.0
93,1395,944.0,504.0,15.399999999999977,29.5,0.953,0.0
93,1396,87.0,507.0,17.700000000000003,45.0,0.889,0.0
93,1397,1526.0,527.0,22.90000000000009,55.299999999999955,0.704,0.0
93,1398,654.0,519.0,22.600000000000023,56.60000000000002,0.618,0.0
93,1399,730.0,526.0,18.799999999999955,54.700000000000045,0.465,0.0
94,1209,1774.0,557.0,48.799999999999955,113.5,0.992,0.0
94,1385,179.0,576.0,55.599999999999994,141.0,0.998,0.0
94,1400,1701.0,545.0,35.5,94.89999999999998,1.0,0.0
94,1401,1697.0,608.0,70.0,182.20000000000005,1.0,0.0
94,1402,451.0,565.0,41.89999999999998,120.29999999999995,1.0,0.0
94,1403,392.0,575.0,44.89999999999998,109.10000000000002,1.0,0.0
94,1404,365.0,578.0,39.10000000000002,103.79999999999995,1.0,0.0
94,1405,1507.0,523.0,21.5,56.39999999999998,0.999,0.0
94,1406,239.0,584.0,51.19999999999999,131.5,0.999,0.0
94,1407,476.0,553.0,37.0,101.20000000000005,0.999,0.0
94,1408,1218.0,516.0,20.40000000000009,48.0,0.998,0.0
94,1409,1365.0,525.0,23.799999999999955,57.0,0.993,0.0
94,1410,1233.0,513.0,20.200000000000045,47.10000000000002,0.987,0.0
94,1411,696.0,519.0,21.5,60.39999999999998,0.986,0.0
94,1412,1310.0,516.0,23.700000000000045,57.299999999999955,0.984,0.0
94,1413,1171.0,505.0,16.799999999999955,43.700000000000045,0.978,0.0
94,1414,671.0,522.0,18.399999999999977,45.10000000000002,0.966,0.0
94,1415,1382.0,526.0,21.0,48.89999999999998,0.96,0.0
94,1416,938.0,503.0,14.899999999999977,33.700000000000045,0.903,0.0
94,1417,1518.0,528.0,23.59999999999991,47.10000000000002,0.886,0.0
94,1418,1537.0,529.0,20.90000000000009,52.0,0.831,0.0
94,1419,649.0,517.0,21.200000000000045,61.10000000000002,0.791,0.0
94,1420,724.0,531.0,19.899999999999977,50.60000000000002,0.684,0.0
94,1421,1576.0,514.0,34.09999999999991,76.5,0.573,0.0
95,1209,1778.0,563.0,47.200000000000045,110.39999999999998,0.954,0.0
95,1403,390.0,578.0,42.89999999999998,110.39999999999998,1.0,0.0
95,1407,472.0,555.0,38.80000000000001,101.70000000000005,0.999,0.0
